EmployeeNumber,Age,Department,JobRole,MonthlyIncome,OverTime,JobSatisfaction,YearsAtCompany,WorkLifeBalance,PerformanceRating,YearsSinceLastPromotion,Attrition
1666,43,Research & Development,Research Director,17603,No,3,14,3,4,6,No
1667,35,Sales,Sales Executive,4581,Yes,4,11,4,4,6,Yes
1668,38,Research & Development,Research Scientist,4735,No,4,13,4,3,2,No
1669,29,Sales,Sales Executive,4187,Yes,2,10,2,3,0,No
1670,33,Sales,Sales Executive,5505,No,4,6,3,3,0,No
1671,32,Research & Development,Research Scientist,5470,No,2,9,2,3,1,No
1673,31,Sales,Sales Executive,5476,No,4,10,3,3,0,No
1674,49,Research & Development,Laboratory Technician,2587,Yes,1,2,2,3,2,No
1675,38,Research & Development,Laboratory Technician,2440,No,2,4,3,4,3,No
1676,47,Sales,Manager,15972,No,2,3,3,3,1,No
1677,49,Research & Development,Manager,15379,No,3,8,3,3,0,No
1678,41,Sales,Sales Executive,7082,Yes,3,2,3,3,0,No
1680,20,Sales,Sales Representative,2728,No,1,2,3,3,0,No
1681,33,Sales,Sales Executive,5368,Yes,4,6,3,4,1,No
1682,36,Research & Development,Healthcare Representative,5347,No,3,3,2,3,0,No
1683,44,Human Resources,Human Resources,3195,Yes,4,2,3,3,2,No
1684,23,Research & Development,Laboratory Technician,3989,Yes,3,5,3,3,1,Yes
1687,38,Research & Development,Laboratory Technician,3306,No,3,0,2,3,0,No
1689,53,Research & Development,Healthcare Representative,7005,No,4,4,3,3,1,No
1691,48,Sales,Sales Representative,2655,Yes,3,9,3,3,7,Yes
1692,32,Research & Development,Laboratory Technician,1393,No,2,1,3,3,0,Yes
1693,26,Research & Development,Laboratory Technician,2570,No,4,7,3,4,5,No
1694,55,Research & Development,Research Scientist,3537,No,2,4,3,3,1,No
1696,34,Research & Development,Laboratory Technician,3986,No,4,15,4,3,4,No
1697,60,Research & Development,Healthcare Representative,10883,No,4,1,4,4,0,No
1698,33,Research & Development,Laboratory Technician,2028,No,2,14,3,3,2,No
1700,37,Sales,Sales Executive,9525,No,4,6,2,3,1,No
1701,34,Research & Development,Research Scientist,2929,No,4,10,3,3,8,No
1702,23,Sales,Sales Representative,2275,Yes,4,3,3,4,0,Yes
1703,44,Research & Development,Healthcare Representative,7879,Yes,4,8,3,3,6,No
1704,35,Research & Development,Research Scientist,4930,Yes,4,5,4,3,1,No
1706,43,Sales,Sales Executive,7847,Yes,4,10,3,3,8,No
1707,24,Research & Development,Research Scientist,4401,No,3,5,3,3,0,No
1708,41,Sales,Sales Executive,9241,No,3,10,3,3,8,No
1709,29,Research & Development,Laboratory Technician,2974,No,3,5,3,3,1,No
1710,36,Sales,Sales Representative,4502,No,4,13,2,3,6,No
1712,45,Research & Development,Healthcare Representative,10748,No,3,23,2,4,14,No
1714,24,Human Resources,Human Resources,1555,No,3,1,3,3,0,Yes
1716,47,Sales,Sales Executive,12936,No,3,23,1,3,14,Yes
1718,26,Research & Development,Laboratory Technician,2305,No,3,3,4,3,0,No
1719,45,Research & Development,Research Director,16704,No,2,21,3,3,8,No
1720,32,Research & Development,Research Scientist,3433,No,3,5,2,3,1,No
1721,31,Research & Development,Laboratory Technician,3477,No,3,5,4,3,0,No
1722,41,Human Resources,Human Resources,6430,No,2,3,3,3,1,No
1724,40,Research & Development,Manufacturing Director,6516,Yes,1,1,3,3,0,No
1725,24,Research & Development,Laboratory Technician,3907,No,1,6,4,3,1,No
1727,46,Research & Development,Healthcare Representative,5562,No,2,10,3,3,0,No
1728,35,Research & Development,Manufacturing Director,6883,No,3,7,3,3,0,No
1729,30,Research & Development,Research Scientist,2862,No,4,10,2,3,0,No
1731,47,Sales,Sales Executive,4978,No,2,1,1,3,0,No
1732,46,Sales,Sales Executive,10368,Yes,4,10,2,3,0,No
1733,36,Sales,Sales Executive,6134,Yes,1,2,3,3,2,Yes
1734,32,Sales,Sales Executive,6735,No,2,0,3,3,0,Yes
1735,23,Research & Development,Laboratory Technician,3295,No,2,3,1,3,1,No
1736,31,Research & Development,Manufacturing Director,5238,No,4,5,2,4,1,No
1737,39,Research & Development,Laboratory Technician,6472,Yes,4,9,3,3,5,No
1739,32,Sales,Sales Executive,9610,No,3,4,1,3,0,No
1740,40,Sales,Manager,19833,No,2,21,2,3,12,No
1744,45,Human Resources,Human Resources,9756,No,3,5,4,4,0,No
1745,30,Research & Development,Research Scientist,4968,No,1,9,3,3,0,No
1746,24,Human Resources,Human Resources,2145,No,4,2,3,3,2,No
1747,30,Human Resources,Human Resources,2180,No,4,4,2,3,1,Yes
1749,31,Sales,Sales Executive,8346,No,3,5,3,3,0,No
1751,27,Research & Development,Research Scientist,3445,No,4,6,2,3,1,No
1752,29,Sales,Sales Representative,2760,No,2,2,3,3,2,Yes
1753,29,Research & Development,Healthcare Representative,6294,Yes,3,3,4,3,0,No
1754,30,Sales,Sales Executive,7140,No,1,7,3,3,1,No
1755,34,Research & Development,Research Scientist,2932,Yes,4,5,3,3,1,No
1756,33,Sales,Sales Executive,5147,No,2,11,2,3,1,No
1757,49,Sales,Sales Executive,4507,No,4,5,4,3,0,No
1758,33,Sales,Sales Executive,8564,Yes,1,0,2,4,0,Yes
1760,38,Research & Development,Laboratory Technician,2468,No,2,6,2,3,0,No
1761,31,Sales,Sales Executive,8161,No,3,1,3,3,0,Yes
1762,29,Research & Development,Research Scientist,2109,No,1,1,3,3,0,No
1763,30,Research & Development,Healthcare Representative,5294,No,3,7,3,3,1,No
1764,32,Research & Development,Research Scientist,2718,No,2,7,3,3,0,No
1766,38,Research & Development,Healthcare Representative,5811,Yes,4,1,3,3,1,No
1767,43,Research & Development,Research Scientist,2437,Yes,3,1,3,3,0,Yes
1768,42,Research & Development,Laboratory Technician,2766,No,2,5,2,4,0,No
1770,55,Research & Development,Research Director,19038,No,1,1,3,3,0,No
1771,33,Research & Development,Research Scientist,3055,No,2,9,2,3,1,No
1772,41,Research & Development,Laboratory Technician,2289,No,1,5,3,4,0,No
1774,34,Sales,Sales Executive,4001,Yes,3,15,3,3,0,No
1775,53,Research & Development,Manufacturing Director,12965,Yes,3,3,2,4,0,No
1778,43,Human Resources,Human Resources,3539,No,4,9,3,3,1,No
1779,34,Sales,Sales Executive,6029,No,4,2,3,3,2,No
1780,21,Sales,Sales Representative,2679,No,2,1,3,3,1,Yes
1782,38,Research & Development,Laboratory Technician,3702,No,3,5,3,3,0,No
1783,22,Research & Development,Laboratory Technician,2398,Yes,1,1,3,3,0,Yes
1784,31,Sales,Sales Executive,5468,No,4,12,3,3,5,No
1786,51,Research & Development,Manager,13116,No,3,2,3,3,2,No
1787,37,Sales,Sales Executive,4189,No,2,5,3,3,0,No
1789,46,Research & Development,Research Director,19328,Yes,4,2,3,3,2,No
1790,36,Research & Development,Healthcare Representative,8321,Yes,1,12,3,3,5,No
1792,44,Research & Development,Research Scientist,2342,Yes,2,5,2,3,2,Yes
1794,37,Human Resources,Human Resources,4071,No,2,10,2,3,4,No
1797,35,Sales,Sales Executive,5813,Yes,4,10,3,3,7,Yes
1798,33,Research & Development,Research Scientist,3143,No,1,10,3,3,7,No
1799,28,Research & Development,Research Scientist,2044,No,4,5,4,3,0,No
1800,39,Research & Development,Research Director,13464,No,3,4,3,4,2,No
1801,46,Sales,Sales Executive,7991,No,2,2,3,3,2,No
1802,40,Research & Development,Laboratory Technician,3377,No,1,4,2,3,0,No
1803,42,Research & Development,Healthcare Representative,5538,No,1,0,2,3,0,No
1804,35,Research & Development,Manufacturing Director,5762,No,4,7,3,3,1,No
1805,38,Human Resources,Human Resources,2592,No,2,11,3,3,3,No
1807,34,Research & Development,Laboratory Technician,5346,No,1,7,2,3,0,Yes
1809,37,Research & Development,Manufacturing Director,4213,No,1,10,1,3,0,Yes
1812,39,Sales,Sales Executive,4127,No,4,2,3,3,2,No
1813,43,Research & Development,Research Scientist,2438,No,3,3,2,3,1,No
1814,41,Research & Development,Healthcare Representative,6870,No,2,3,1,3,1,No
1815,41,Sales,Sales Executive,10447,Yes,3,22,4,3,13,No
1816,30,Research & Development,Manufacturing Director,9667,No,3,7,3,3,0,No
1818,26,Human Resources,Human Resources,2148,Yes,2,5,3,3,1,Yes
1821,46,Research & Development,Healthcare Representative,8926,No,2,9,4,4,3,Yes
1822,40,Research & Development,Healthcare Representative,6513,No,4,5,3,3,0,No
1823,34,Sales,Sales Executive,6799,No,3,10,3,4,4,No
1824,58,Sales,Manager,16291,No,2,16,2,4,14,No
1826,35,Research & Development,Laboratory Technician,2705,No,3,5,4,3,0,No
1827,47,Research & Development,Manufacturing Director,10333,Yes,2,22,3,3,14,No
1829,40,Research & Development,Healthcare Representative,4448,No,1,7,3,3,7,No
1830,54,Research & Development,Research Scientist,6854,No,4,7,2,3,1,No
1833,31,Sales,Sales Executive,9637,No,1,3,3,3,2,No
1834,28,Research & Development,Research Scientist,3591,No,1,3,3,4,1,No
1835,38,Sales,Sales Representative,5405,Yes,4,4,2,4,0,No
1836,26,Sales,Sales Executive,4684,No,4,5,3,3,1,No
1837,58,Research & Development,Research Director,15787,Yes,3,2,3,3,2,No
1839,18,Research & Development,Research Scientist,1514,No,3,0,1,3,0,No
1842,31,Human Resources,Human Resources,2956,No,1,1,3,3,0,Yes
1844,29,Human Resources,Human Resources,2335,Yes,1,2,3,3,2,Yes
1845,45,Sales,Sales Executive,5154,No,3,8,4,4,5,No
1847,36,Research & Development,Research Scientist,6962,Yes,2,1,3,4,0,No
1849,43,Sales,Sales Executive,5675,No,4,7,3,4,7,No
1850,27,Research & Development,Laboratory Technician,2379,Yes,4,5,2,3,0,No
1852,29,Research & Development,Laboratory Technician,3812,No,4,11,4,3,3,No
1853,32,Sales,Sales Executive,4648,No,4,0,4,3,0,No
1854,42,Research & Development,Research Scientist,2936,No,3,6,2,4,3,No
1856,47,Research & Development,Laboratory Technician,2105,No,3,2,3,3,2,No
1857,46,Research & Development,Manufacturing Director,8578,No,4,9,2,3,4,No
1858,28,Human Resources,Human Resources,2706,No,4,3,3,3,2,No
1859,29,Research & Development,Healthcare Representative,6384,No,3,7,3,3,1,No
1860,42,Research & Development,Laboratory Technician,3968,No,3,0,3,3,0,No
1862,32,Sales,Sales Executive,9907,Yes,2,2,2,3,2,Yes
1863,46,Sales,Sales Executive,13225,No,1,19,3,3,2,No
1864,27,Sales,Sales Representative,3540,No,3,9,3,4,5,No
1865,29,Human Resources,Human Resources,2804,No,2,1,3,3,0,No
1866,43,Research & Development,Manager,19392,No,3,16,3,3,6,No
1867,48,Research & Development,Research Director,19665,No,2,22,3,3,12,No
1868,29,Research & Development,Research Scientist,2439,Yes,4,1,2,4,1,Yes
1869,46,Sales,Sales Executive,7314,No,2,8,3,4,0,Yes
1870,27,Research & Development,Research Scientist,4774,No,1,7,2,3,7,No
1871,39,Research & Development,Research Scientist,3902,No,4,2,3,3,2,No
1873,55,Research & Development,Research Scientist,2662,No,4,5,4,4,0,No
1875,28,Sales,Sales Representative,2856,No,2,1,3,3,0,No
1876,30,Sales,Sales Representative,1081,No,4,1,2,3,0,Yes
1878,22,Research & Development,Research Scientist,2472,Yes,2,1,3,4,0,Yes
1880,36,Sales,Sales Executive,5673,Yes,3,10,3,3,1,No
1881,31,Research & Development,Laboratory Technician,4197,No,3,10,3,3,0,No
1882,34,Sales,Sales Executive,9713,Yes,4,5,3,3,1,No
1883,29,Research & Development,Laboratory Technician,2062,No,1,3,3,3,1,No
1885,37,Research & Development,Research Scientist,4284,Yes,1,5,3,4,0,No
1886,35,Research & Development,Manufacturing Director,4788,Yes,2,3,3,3,0,No
1888,45,Research & Development,Manufacturing Director,5906,No,4,9,2,3,3,No
1890,36,Human Resources,Human Resources,3886,No,4,10,2,4,0,No
1892,40,Research & Development,Manager,16823,No,1,19,3,3,11,No
1893,26,Research & Development,Research Scientist,2933,Yes,3,1,2,3,1,No
1898,27,Sales,Sales Executive,6500,No,3,8,2,3,0,No
1900,48,Research & Development,Manager,17174,No,4,22,3,3,4,No
1903,44,Research & Development,Healthcare Representative,5033,No,1,2,3,3,2,No
1905,34,Research & Development,Research Scientist,2307,Yes,1,5,3,4,3,Yes
1907,56,Research & Development,Laboratory Technician,2587,No,4,4,3,3,1,Yes
1908,36,Sales,Sales Executive,5507,No,2,4,1,3,1,No
1909,41,Sales,Sales Executive,4393,No,2,5,3,4,1,No
1911,42,Research & Development,Research Director,13348,No,1,13,4,3,5,No
1912,31,Sales,Sales Executive,6583,Yes,4,5,3,3,1,No
1915,34,Sales,Sales Executive,8103,Yes,4,4,2,3,0,No
1916,31,Research & Development,Laboratory Technician,3978,No,3,2,2,3,2,No
1918,26,Research & Development,Laboratory Technician,2544,No,4,7,3,3,7,No
1922,45,Research & Development,Healthcare Representative,5399,No,3,4,3,3,0,No
1924,33,Sales,Sales Executive,5487,No,3,10,2,3,0,No
1927,28,Sales,Sales Executive,6834,Yes,4,7,3,3,0,No
1928,29,Sales,Sales Representative,1091,No,1,1,3,3,0,Yes
1929,39,Sales,Sales Executive,5736,No,3,3,3,3,1,No
1931,27,Research & Development,Research Scientist,2226,No,2,5,2,3,1,No
1932,34,Research & Development,Research Scientist,5747,Yes,4,15,3,3,6,No
1933,28,Sales,Sales Executive,9854,Yes,3,2,3,3,2,Yes
1934,47,Research & Development,Research Scientist,5467,No,2,8,4,3,1,No
1935,56,Sales,Sales Executive,5380,No,1,0,3,3,0,No
1936,39,Research & Development,Manufacturing Director,5151,No,1,10,3,4,7,No
1937,38,Research & Development,Research Scientist,2133,Yes,2,20,3,3,0,No
1938,58,Sales,Manager,17875,Yes,4,1,2,3,0,No
1939,32,Research & Development,Research Scientist,2432,Yes,3,4,3,3,0,Yes
1940,38,Research & Development,Research Scientist,4771,No,4,5,4,3,0,No
1941,49,Research & Development,Research Director,19161,No,4,5,3,3,4,No
1943,42,Sales,Sales Executive,5087,Yes,4,0,3,3,0,No
1944,27,Human Resources,Human Resources,2863,No,2,1,3,3,0,Yes
1945,35,Sales,Sales Executive,5561,No,1,5,1,3,0,No
1947,28,Research & Development,Research Scientist,2144,No,3,5,2,3,1,No
1948,31,Research & Development,Research Scientist,3065,Yes,1,4,4,3,2,No
1949,36,Research & Development,Laboratory Technician,2810,No,2,5,3,4,0,No
1950,34,Sales,Sales Executive,9888,No,4,14,2,4,2,No
1951,34,Sales,Sales Executive,8628,No,3,8,2,3,1,No
1952,26,Research & Development,Laboratory Technician,2867,No,1,7,2,3,7,No
1954,29,Research & Development,Healthcare Representative,5373,No,1,5,2,3,0,No
1955,32,Research & Development,Healthcare Representative,6667,No,4,5,3,3,1,No
1956,31,Research & Development,Research Scientist,5003,No,1,10,3,4,8,No
1960,28,Research & Development,Laboratory Technician,2367,No,4,4,2,3,0,Yes
1961,38,Sales,Sales Representative,2858,No,1,1,2,3,0,No
1962,35,Sales,Sales Executive,5204,Yes,4,10,3,3,0,No
1965,27,Sales,Sales Executive,4105,No,4,7,3,3,0,No
1966,32,Research & Development,Manufacturing Director,9679,No,4,1,3,4,0,No
1967,31,Sales,Sales Executive,5617,Yes,4,10,3,3,0,Yes
1968,53,Sales,Sales Executive,10448,Yes,1,2,2,3,2,Yes
1969,54,Research & Development,Research Scientist,2897,No,3,4,2,3,2,No
1970,33,Research & Development,Healthcare Representative,5968,No,3,9,3,4,2,No
1971,43,Research & Development,Healthcare Representative,7510,No,3,10,3,3,0,No
1972,38,Human Resources,Human Resources,2991,Yes,2,6,3,3,1,No
1973,55,Human Resources,Manager,19636,Yes,2,10,3,3,1,No
1974,31,Research & Development,Laboratory Technician,1129,Yes,4,1,3,3,0,No
1975,39,Sales,Sales Executive,13341,No,1,20,3,3,11,No
1976,42,Research & Development,Research Scientist,4332,No,3,20,3,3,3,No
1979,31,Research & Development,Research Director,11031,No,3,11,4,4,4,No
1980,54,Research & Development,Manufacturing Director,4440,Yes,1,5,3,3,1,No
1981,24,Research & Development,Healthcare Representative,4617,No,3,4,2,3,1,No
1982,23,Research & Development,Laboratory Technician,2647,No,4,5,4,3,1,No
1985,40,Research & Development,Laboratory Technician,6323,No,3,10,4,3,9,No
1986,40,Sales,Sales Executive,5677,No,2,11,3,3,5,No
1987,25,Human Resources,Human Resources,2187,No,2,2,3,3,1,No
1989,30,Research & Development,Laboratory Technician,3748,No,2,12,2,3,1,No
1992,25,Research & Development,Laboratory Technician,3977,Yes,3,2,2,3,0,No
1993,47,Research & Development,Healthcare Representative,8633,No,3,17,3,4,12,No
1994,33,Research & Development,Laboratory Technician,2008,No,3,1,2,3,0,No
1995,38,Sales,Sales Executive,4440,No,2,15,3,3,5,No
1996,31,Sales,Sales Representative,3067,No,3,2,3,3,1,No
1997,38,Research & Development,Manufacturing Director,5321,No,3,8,3,3,7,No
1998,42,Research & Development,Research Scientist,5410,Yes,1,4,2,3,1,No
1999,41,Research & Development,Research Scientist,2782,No,4,5,3,4,1,No
2000,47,Research & Development,Research Director,11957,No,2,13,1,3,5,No
2003,35,Research & Development,Laboratory Technician,2660,Yes,3,2,3,3,2,No
2007,22,Research & Development,Research Scientist,3375,No,3,3,4,3,1,No
2008,35,Research & Development,Research Scientist,5098,No,3,10,3,3,0,No
2009,33,Research & Development,Healthcare Representative,4878,Yes,4,9,3,3,8,No
2010,32,Research & Development,Laboratory Technician,2837,No,2,6,3,3,4,No
2012,40,Research & Development,Laboratory Technician,2406,No,4,1,2,3,0,No
2013,32,Sales,Sales Representative,2269,No,2,2,3,3,2,No
2014,39,Research & Development,Research Scientist,4108,No,4,7,3,3,1,No
2015,38,Research & Development,Research Director,13206,No,3,18,3,3,1,No
2016,32,Sales,Sales Executive,10422,No,4,14,3,3,5,No
2017,37,Research & Development,Research Director,13744,Yes,4,16,3,4,6,No
2018,25,Sales,Sales Executive,4907,Yes,3,5,2,4,0,No
2019,52,Sales,Sales Representative,3482,No,4,9,2,3,0,No
2020,44,Research & Development,Research Scientist,2436,Yes,4,4,3,3,1,No
2021,21,Sales,Sales Representative,2380,Yes,1,2,3,3,1,No
2022,39,Research & Development,Manager,19431,No,4,6,2,3,1,No
2023,23,Sales,Sales Representative,1790,No,1,1,2,3,1,Yes
2024,36,Sales,Sales Executive,7644,No,4,9,3,3,3,No
2025,36,Research & Development,Manufacturing Director,5131,No,2,4,3,3,0,No
2026,56,Research & Development,Healthcare Representative,6306,No,3,13,2,4,1,No
2027,29,Research & Development,Research Scientist,4787,Yes,4,2,4,3,2,Yes
2031,42,Research & Development,Manager,18880,No,3,22,2,3,4,No
2032,56,Research & Development,Laboratory Technician,2339,No,3,10,1,3,9,Yes
2034,41,Research & Development,Manufacturing Director,13570,No,2,20,3,4,0,No
2035,34,Sales,Sales Executive,6712,No,3,8,3,4,1,No
2036,36,Sales,Sales Executive,5406,No,4,15,2,4,11,No
2037,41,Sales,Sales Executive,8938,No,2,5,3,3,0,No
2038,32,Research & Development,Research Scientist,2439,No,1,4,3,3,1,No
2040,35,Human Resources,Human Resources,8837,Yes,4,9,3,3,1,No
2041,38,Sales,Sales Executive,5343,No,4,10,3,3,1,No
2044,50,Sales,Sales Executive,6728,No,3,6,3,3,0,Yes
2045,36,Sales,Sales Executive,6652,No,4,6,2,3,0,No
2046,45,Sales,Sales Executive,4850,No,3,5,3,3,0,No
2048,40,Research & Development,Research Scientist,2809,No,3,2,3,3,2,No
2049,35,Research & Development,Healthcare Representative,5689,Yes,3,10,4,3,0,No
2051,40,Research & Development,Research Scientist,2001,No,3,5,3,3,0,No
2052,35,Research & Development,Research Scientist,2977,No,4,4,3,3,1,No
2053,29,Research & Development,Laboratory Technician,4025,Yes,2,4,3,3,0,No
2054,29,Research & Development,Research Scientist,3785,No,1,5,1,3,0,No
2055,50,Sales,Sales Executive,10854,Yes,1,3,3,3,2,Yes
2056,39,Sales,Sales Executive,12031,No,4,20,2,3,9,No
2057,31,Research & Development,Manufacturing Director,9936,No,1,9,3,3,1,No
2060,26,Sales,Sales Representative,2966,No,3,4,3,3,0,No
2061,36,Research & Development,Laboratory Technician,2571,No,4,5,3,3,0,No
2062,39,Research & Development,Healthcare Representative,9991,No,1,7,3,3,1,No
2064,27,Research & Development,Manufacturing Director,6142,Yes,2,6,3,4,0,No
2065,49,Sales,Sales Executive,5390,No,2,9,2,3,0,No
2068,34,Research & Development,Laboratory Technician,4404,No,3,4,4,3,1,No
